"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000052897","IMBRO/A","2025-04-10T14:17:55+02:00","2004-01-09T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.8","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfor totaal","4188","Ptot","2004-01-09","1.27","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2004-01-09","125.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","2004-01-09","1.14","mg/l",,,,"goedgekeurd"
"kalium","920","K","2004-01-09","40.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2004-01-09","124.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2004-01-09","7.9","1",,,,"goedgekeurd"
"ijzer","879","Fe","2004-01-09","310.0","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2004-01-09","5.0","ug/l",,,"<","goedgekeurd"
"stikstof Kjeldahl","4064","NKj","2004-01-09","2.6","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2004-01-09","85.0","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2004-01-09","5.0","ug/l",,,"<","goedgekeurd"
"magnesium","1125","Mg","2004-01-09","44.9","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2004-01-09","2.5","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2004-01-09","2.5","ug/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2004-01-09","0.4","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2004-01-09","2.5","ug/l",,,"<","goedgekeurd"
"aluminium","284","Al","2004-01-09","5.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2004-01-09","0.05","mg/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","2004-01-09","727.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2004-01-09","8.0","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2004-01-09","103.0","mg/l",,,,"goedgekeurd"
"ammonium","289","NH4","2004-01-09","3.25","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2004-01-09","60.0","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2004-01-09","10.0","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
