"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035869","IMBRO/A","2023-01-13T22:15:02+01:00","2006-05-22T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.55","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","111.1","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","419.0","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","10.9","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.0","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2006-05-22","3.713","ug/l",,,,"goedgekeurd"
"arseen","310","As","2006-05-22","0.682","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2006-05-22","176.465","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2006-05-22","39.99","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2006-05-22","0.2","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2006-05-22","0.536","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2006-05-22","109.7","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2006-05-22","7.0","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2006-05-22","413.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2006-05-22","0.057","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2006-05-22","186.43","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2006-05-22","364.36","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2006-05-22","920.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2006-05-22","73.388","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2006-05-22","15.594","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2006-05-22","234.33","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2006-05-22","0.347","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2006-05-22","22.494","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2006-05-22","2.418","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2006-05-22","0.021","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2006-05-22","5.894","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2006-05-22","166.83","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2006-05-22","8.195","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2006-05-22","0.014","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2006-05-22","0.035","ug/l",,,,"goedgekeurd"
,,,,,,,,,
