"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000037688","IMBRO/A","2023-01-16T14:33:19+01:00","1993-06-07T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","43.0","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","12.2","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.36","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1993-06-07","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1993-06-07","0.524","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1993-06-07","75.257","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-06-07","52.321","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1993-06-07","0.093","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-06-07","0.096","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1993-06-07","209.412","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-06-07","882.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1993-06-07","2.385","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-06-07","5.543","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-06-07","125.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-06-07","17.771","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-06-07","6.539","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1993-06-07","58.348","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1993-06-07","0.913","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1993-06-07","0.052","mg/l",,,,"goedgekeurd"
,,,,,,,,,
