"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000012832","IMBRO/A","2023-01-09T10:32:09+01:00","2002-11-20T11:00:00+01:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","78.6","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.8","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"kalium","920","K","2002-11-20","18.0","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2002-11-20","1.0","ug/l",,,"<","goedgekeurd"
"ijzer","879","Fe","2002-11-20","1300.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2002-11-20","1.23","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2002-11-20","120.0","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2002-11-20","100.0","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2002-11-20","260.0","ug/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2002-11-20","450.0","mg/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2002-11-20","74.9","mS/m",,,,"goedgekeurd"
"arseen","310","As","2002-11-20","2.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2002-11-20","2.0","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2002-11-20","5.0","ug/l",,,"<","goedgekeurd"
"Zuurgraad","1398","pH","2002-11-20","6.7","1",,,,"onbeslist"
"nikkel","1267","Ni","2002-11-20","5.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2002-11-20","0.04","mg/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2002-11-20","0.28","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2002-11-20","0.4","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2002-11-20","410.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2002-11-20","27.0","mg/l",,,,"goedgekeurd"
"barium","333","Ba","2002-11-20","31.0","ug/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2002-11-20","24.0","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2002-11-20","24.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2002-11-20","48.0","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","2002-11-20","56.0","ug/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2002-11-20","45.0","mg/l",,,,"goedgekeurd"
,,,,,,,,,
