"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034014","IMBRO/A","2023-01-13T20:18:59+01:00","2007-10-01T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","53.5","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","265.03","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","11.5","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","8.2","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2007-10-01","49.546","ug/l",,,,"goedgekeurd"
"arseen","310","As","2007-10-01","0.3","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","2007-10-01","0.591","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2007-10-01","37.04","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2007-10-01","0.4","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2007-10-01","0.2","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2007-10-01","54.6","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2007-10-01","8.13","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2007-10-01","261.86","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2007-10-01","0.146","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2007-10-01","17.92","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2007-10-01","417.0","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2007-10-01","171.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2007-10-01","5.273","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2007-10-01","10.912","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2007-10-01","23.1","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2007-10-01","0.56","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2007-10-01","29.034","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2007-10-01","0.788","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2007-10-01","0.04","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2007-10-01","0.2","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2007-10-01","70.585","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2007-10-01","3.7","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2007-10-01","0.01","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2007-10-01","0.01","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
