"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000013830","IMBRO/A","2023-01-09T12:11:30+01:00","2013-07-31T12:00:00+02:00","onbekend","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","6.89","1","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","140.1","mS/m","goedgekeurd",,,,
"zuurstof","1701","O2","5.09","mg/l","onbeslist",,,,
"Temperatuur","1522","T","17.3","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","2013-07-31","150.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2013-07-31","7.1","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2013-07-31","139.0","mS/m",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2013-07-31","0.97","mg/l",,,,"goedgekeurd"
"nitriet","1273","NO2","2013-07-31","0.01","mg/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","2013-07-31","17.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2013-07-31","99.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2013-07-31","0.02","mg/l",,,,"goedgekeurd"
"fosfaat","1334","PO4","2013-07-31","0.05","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2013-07-31","76.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","2013-07-31","11.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","2013-07-31","190.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2013-07-31","25.0","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","2013-07-31","19.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2013-07-31","0.03","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","2013-07-31","0.12","ug/l",,,"<","goedgekeurd"
"mangaan","1128","Mn","2013-07-31","22.0","ug/l",,,,"goedgekeurd"
"arseen","310","As","2013-07-31","0.63","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2013-07-31","78.0","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2013-07-31","0.1","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","2013-07-31","5.7","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2013-07-31","0.16","ug/l",,,,"goedgekeurd"
"kwik","1097","Hg","2013-07-31","0.03","ug/l",,,"<","goedgekeurd"
"lithium","1115","Li","2013-07-31","7.8","ug/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2013-07-31","5.2","ug/l",,,,"goedgekeurd"
"strontium","1501","Sr","2013-07-31","450.0","ug/l",,,,"goedgekeurd"
"vanadium","1642","V","2013-07-31","0.3","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2013-07-31","18.0","ug/l",,,,"goedgekeurd"
"aluminium","284","Al","2013-07-31","10.0","ug/l",,,"<","goedgekeurd"
"molybdeen","1243","Mo","2013-07-31","2.0","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
