"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034871","IMBRO/A","2023-01-13T21:13:18+01:00","2017-12-12T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.4","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","29.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.12","1","goedgekeurd",,,,
"Temperatuur","1522","T","10.0","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","85.52","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2017-12-12","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2017-12-12","2.963","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2017-12-12","29.39","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2017-12-12","36.831","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2017-12-12","0.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2017-12-12","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2017-12-12","30.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2017-12-12","6.5","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2017-12-12","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2017-12-12","16.917","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2017-12-12","90.37","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2017-12-12","2443.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2017-12-12","3.293","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2017-12-12","3.376","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2017-12-12","176.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2017-12-12","0.615","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2017-12-12","19.62","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2017-12-12","0.5","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2017-12-12","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2017-12-12","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2017-12-12","29.91","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2017-12-12","2.53","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2017-12-12","0.07","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2017-12-12","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
