"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034819","IMBRO/A","2023-01-13T21:09:45+01:00","2012-06-20T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","28.7","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","72.06","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","10.9","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.79","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2012-06-20","3.4","ug/l",,,,"goedgekeurd"
"arseen","310","As","2012-06-20","5.03","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2012-06-20","62.62","ug/l",,,"<","goedgekeurd"
"chloride","508","Cl","2012-06-20","31.65","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2012-06-20","0.32","ug/l",,,,"goedgekeurd"
"koper","971","Cu","2012-06-20","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2012-06-20","29.5","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2012-06-20","6.16","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","2012-06-20","68.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2012-06-20","0.08","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2012-06-20","30.05","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2012-06-20","118.08","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2012-06-20","2150.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2012-06-20","3.2","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2012-06-20","3.54","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2012-06-20","190.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2012-06-20","0.614","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2012-06-20","17.2","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2012-06-20","0.53","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2012-06-20","0.079","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2012-06-20","4.27","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2012-06-20","28.92","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2012-06-20","2.3","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2012-06-20","0.02","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2012-06-20","0.009","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
