"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035739","IMBRO/A","2023-01-13T22:08:05+01:00","1990-04-06T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1990-04-06","23.92","ug/l",,,,"goedgekeurd"
"arseen","310","As","1990-04-06","83.24","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1990-04-06","4.92","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1990-04-06","58.75","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1990-04-06","0.52","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1990-04-06","1.27","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1990-04-06","125.76","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1990-04-06","7.73","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1990-04-06","640.5","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1990-04-06","1.55","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1990-04-06","84.93","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1990-04-06","1146.75","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1990-04-06","3050.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1990-04-06","53.39","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1990-04-06","47.62","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1990-04-06","90.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1990-04-06","1.69","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1990-04-06","47.8","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1990-04-06","1.23","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1990-04-06","2.07","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1990-04-06","6.54","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1990-04-06","132.77","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1990-04-06","7.67","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1990-04-06","0.28","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1990-04-06","0.11","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
