"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000005439","IMBRO/A","2022-12-02T21:35:14+01:00","1998-11-25T11:00:00+01:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","14.0","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","149.0","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"chloride","508","Cl","1998-11-25","29.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1998-11-25","1.4","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1998-11-25","230.0","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1998-11-25","5.0","mg/l",,,"<","goedgekeurd"
"kalium","920","K","1998-11-25","1.2","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1998-11-25","650.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1998-11-25","1.32","mg/l",,,,"onbeslist"
"calcium","447","Ca","1998-11-25","33.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1998-11-25","3.1","mg/l",,,,"onbeslist"
"nitraat","1270","NO3","1998-11-25","0.11","mg/l",,,"<","goedgekeurd"
"nitriet","1273","NO2","1998-11-25","0.006","mg/l",,,"<","goedgekeurd"
"fosfaat","1334","PO4","1998-11-25","0.14","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1998-11-25","19.0","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1998-11-25","0.06","mg/l",,,,"goedgekeurd"
,,,,,,,,,
