"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034526","IMBRO/A","2023-01-13T20:50:18+01:00","2017-11-28T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.3","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","40.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","5.03","1","goedgekeurd",,,,
"Temperatuur","1522","T","10.1","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","14.88","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2017-11-28","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2017-11-28","0.202","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2017-11-28","50.65","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2017-11-28","87.289","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2017-11-28","0.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2017-11-28","0.993","ug/l",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","2017-11-28","42.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2017-11-28","5.73","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2017-11-28","0.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","2017-11-28","35.997","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2017-11-28","59.64","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2017-11-28","195.2","ug/l",,,,"goedgekeurd"
"kalium","920","K","2017-11-28","11.49","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2017-11-28","3.299","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2017-11-28","360.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2017-11-28","0.337","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2017-11-28","51.86","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2017-11-28","27.19","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","2017-11-28","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2017-11-28","8.079","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","2017-11-28","10.57","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2017-11-28","2.51","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2017-11-28","1.325","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","2017-11-28","0.534","ug/l",,,,"goedgekeurd"
,,,,,,,,,
