"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000043387","IMBRO","2024-07-02T11:34:57+02:00","2021-03-17T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.4","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","97.2","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.0","1","goedgekeurd",,,,
"Temperatuur","1522","T","12.2","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","312.83","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"Zuurgraad","1398","pH","2021-03-17","6.9","1",,,,"goedgekeurd"
"aluminium","284","Al","2021-03-17","10.0","ug/l","10.0","ug/l","<","goedgekeurd"
"ammonium","289","NH4","2021-03-17","3.556","mg/l",,,,"goedgekeurd"
"arseen","310","As","2021-03-17","0.491","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2021-03-17","84.572","ug/l",,,,"goedgekeurd"
"cadmium","441","Cd","2021-03-17","0.05","ug/l","0.05","ug/l","<","goedgekeurd"
"calcium","447","Ca","2021-03-17","136.102","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","2021-03-17","107.353","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2021-03-17","1.46","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2021-03-17","4219.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2021-03-17","1.267","mg/l",,,,"goedgekeurd"
"koper","971","Cu","2021-03-17","0.5","ug/l","0.5","ug/l","<","goedgekeurd"
"lood","1116","Pb","2021-03-17","0.2","ug/l","0.2","ug/l","<","goedgekeurd"
"magnesium","1125","Mg","2021-03-17","7.558","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2021-03-17","383.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","2021-03-17","45.307","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2021-03-17","0.5","ug/l","0.5","ug/l","<","goedgekeurd"
"nitraat","1270","NO3","2021-03-17","0.029","mg/l","0.13","mg/l","<","goedgekeurd"
"strontium","1501","Sr","2021-03-17","355.614","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2021-03-17","68.719","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","2021-03-17","4.0","ug/l","4.0","ug/l","<","goedgekeurd"
,,,,,,,,,
