"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034022","IMBRO/A","2023-01-13T20:19:31+01:00","2004-06-15T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","4620.0","mS/m","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","978.0","mg/l","goedgekeurd",,,,
"Temperatuur","1522","T","11.4","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.16","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2004-06-15","14.1","ug/l",,,,"goedgekeurd"
"arseen","310","As","2004-06-15","0.02","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","2004-06-15","77.0","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2004-06-15","16031.0","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2004-06-15","0.01","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2004-06-15","0.004","ug/l",,,"<","goedgekeurd"
"fosfor totaal","4188","Ptot","2004-06-15","1.958","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2004-06-15","1651.0","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2004-06-15","6837.0","ug/l",,,,"goedgekeurd"
"kobalt","527","Co","2004-06-15","0.67","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2004-06-15","5400.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","2004-06-15","324.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2004-06-15","953.0","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2004-06-15","752.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2004-06-15","6.92","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2004-06-15","9251.0","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2004-06-15","0.001","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2004-06-15","0.29","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","2004-06-15","0.05","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2004-06-15","409.0","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2004-06-15","8.8","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2004-06-15","0.01","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2004-06-15","0.04","ug/l",,,,"goedgekeurd"
,,,,,,,,,
