"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000036405","IMBRO/A","2023-01-16T13:12:17+01:00","1993-06-14T13:00:00+02:00","onderwaterpomp","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Zuurgraad","1398","pH","7.32","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.3","Cel","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","81.8","mS/m","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1993-06-14","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1993-06-14","0.15","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1993-06-14","160.539","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1993-06-14","41.92","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1993-06-14","0.526","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1993-06-14","43.285","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1993-06-14","406.557","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1993-06-14","8981.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1993-06-14","0.86","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1993-06-14","16.871","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1993-06-14","748.0","ug/l",,,,"goedgekeurd"
"natrium","1262","Na","1993-06-14","13.173","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1993-06-14","6.539","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1993-06-14","132.549","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1993-06-14","2.21","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1993-06-14","0.042","mg/l",,,,"goedgekeurd"
,,,,,,,,,
