"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000037282","IMBRO/A","2023-01-16T14:12:39+01:00","1994-06-02T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","59.2","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","10.5","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","6.63","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1994-06-02","21.584","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1994-06-02","62.622","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1994-06-02","49.109","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1994-06-02","1.906","ug/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1994-06-02","0.062","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1994-06-02","95.743","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1994-06-02","203.278","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1994-06-02","11.0","ug/l",,,"<","goedgekeurd"
"kalium","920","K","1994-06-02","1.212","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1994-06-02","20.104","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1994-06-02","15.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1994-06-02","0.014","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1994-06-02","19.794","mg/l",,,,"goedgekeurd"
"lood","1116","Pb","1994-06-02","0.207","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1994-06-02","19.617","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1994-06-02","63.503","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1994-06-02","1.009","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1994-06-02","11.167","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1994-06-02","0.225","ug/l",,,,"goedgekeurd"
,,,,,,,,,
