"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000000710","IMBRO/A","2022-11-25T11:08:17+01:00","1995-04-11T12:00:00+02:00","onbekend","4",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"cadmium","441","Cd","1995-04-11","0.04","ug/l",,,"<","goedgekeurd"
"aluminium","284","Al","1995-04-11","13.49","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1995-04-11","0.74","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1995-04-11","67.29","ug/l",,,,"goedgekeurd"
"calcium","447","Ca","1995-04-11","93.79","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1995-04-11","6.13","mg/l",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1995-04-11","316.69","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1995-04-11","0.63","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","1995-04-11","0.26","ug/l",,,"<","goedgekeurd"
"ijzer","879","Fe","1995-04-11","3457.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1995-04-11","1.25","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1995-04-11","9.4","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1995-04-11","1486.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1995-04-11","0.6","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1995-04-11","0.88","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1995-04-11","6.53","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1995-04-11","0.02","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1995-04-11","0.31","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1995-04-11","5.28","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1995-04-11","370.63","ug/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1995-04-11","13.83","mg/l",,,,"goedgekeurd"
,,,,,,,,,
