"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000052081","IMBRO/A","2025-04-10T13:01:22+02:00","1999-12-14T11:00:00+01:00","onbekend","3",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Temperatuur","1522","T","10.7","Cel","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"fosfor totaal","4188","Ptot","1999-12-14","1.3","mg/l",,,,"goedgekeurd"
"aluminium","284","Al","1999-12-14","25.0","ug/l",,,"<","goedgekeurd"
"stikstof Kjeldahl","4064","NKj","1999-12-14","2.2","mg/l",,,,"goedgekeurd"
"zink","1693","Zn","1999-12-14","17.0","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1999-12-14","5.0","ug/l",,,"<","goedgekeurd"
"nikkel","1267","Ni","1999-12-14","5.0","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1999-12-14","2.5","ug/l",,,"<","goedgekeurd"
"chroom","517","Cr","1999-12-14","2.5","ug/l",,,"<","goedgekeurd"
"arseen","310","As","1999-12-14","5.0","ug/l",,,"<","goedgekeurd"
"nitraat","1270","NO3","1999-12-14","0.1","mg/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1999-12-14","400.0","mg/l",,,,"goedgekeurd"
"kalium","920","K","1999-12-14","1.9","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1999-12-14","0.4","ug/l",,,"<","goedgekeurd"
"natrium","1262","Na","1999-12-14","174.0","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1999-12-14","84.0","mg/l",,,,"goedgekeurd"
"calcium","447","Ca","1999-12-14","38.0","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1999-12-14","7.8","mg/l",,,,"goedgekeurd"
"ijzer","879","Fe","1999-12-14","1100.0","ug/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1999-12-14","70.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1999-12-14","1.5","mg/l",,,,"goedgekeurd"
"chloride","508","Cl","1999-12-14","42.0","mg/l",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1999-12-14","7.3","1",,,,"goedgekeurd"
"Geleidendheid","3548","GELDHD","1999-12-14","91.0","mS/m",,,,"goedgekeurd"
"fosfaat","1334","PO4","1999-12-14","1.2","mg/l",,,,"goedgekeurd"
,,,,,,,,,
