"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000034245","IMBRO/A","2023-01-13T20:32:29+01:00","1992-04-27T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1992-04-27","68.29","ug/l",,,,"goedgekeurd"
"arseen","310","As","1992-04-27","0.07","ug/l",,,"<","goedgekeurd"
"barium","333","Ba","1992-04-27","42.11","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1992-04-27","8.01","mg/l",,,,"goedgekeurd"
"koper","971","Cu","1992-04-27","0.64","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","1992-04-27","12.77","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","1992-04-27","5.21","1",,,,"goedgekeurd"
"waterstofcarbonaat","374","HCO3","1992-04-27","3.05","mg/l",,,"<","goedgekeurd"
"sulfaat","1508","SO4","1992-04-27","26.42","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1992-04-27","36.13","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1992-04-27","50.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1992-04-27","6.48","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1992-04-27","1.63","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1992-04-27","90.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1992-04-27","0.01","mg/l",,,"<","goedgekeurd"
"natrium","1262","Na","1992-04-27","6.26","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1992-04-27","1.88","ug/l",,,,"goedgekeurd"
"lood","1116","Pb","1992-04-27","0.19","ug/l",,,,"goedgekeurd"
"zink","1693","Zn","1992-04-27","6.54","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1992-04-27","8.1","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","1992-04-27","0.62","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1992-04-27","0.46","mg/l",,,,"goedgekeurd"
"cadmium","441","Cd","1992-04-27","0.54","ug/l",,,,"goedgekeurd"
,,,,,,,,,
