"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035690","IMBRO/A","2023-01-13T22:05:34+01:00","1995-01-23T12:00:00+01:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"Geleidendheid","3548","GELDHD","117.5","mS/m","goedgekeurd",,,,
"Temperatuur","1522","T","10.4","Cel","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.92","1","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","1995-01-23","26.98","ug/l",,,,"goedgekeurd"
"arseen","310","As","1995-01-23","1.124","ug/l",,,,"goedgekeurd"
"barium","333","Ba","1995-01-23","12.634","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","1995-01-23","126.776","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","1995-01-23","0.26","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","1995-01-23","0.635","ug/l",,,"<","goedgekeurd"
"waterstofcarbonaat","374","HCO3","1995-01-23","416.767","mg/l",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","1995-01-23","0.155","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","1995-01-23","87.818","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","1995-01-23","718.484","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","1995-01-23","2027.0","ug/l",,,,"goedgekeurd"
"kalium","920","K","1995-01-23","3.441","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","1995-01-23","9.602","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","1995-01-23","226.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","1995-01-23","0.378","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","1995-01-23","70.188","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","1995-01-23","0.88","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","1995-01-23","6.539","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","1995-01-23","173.55","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","1995-01-23","0.028","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","1995-01-23","0.045","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
