"BRO-ID","kwaliteitsregime","in registratie sinds","tijdstip veldonderzoek","pomptype","buis",,,,
"GAR000000035736","IMBRO/A","2023-01-13T22:07:55+01:00","2017-04-10T13:00:00+02:00","onderwaterpomp","1",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysemeetwaarde","eenheid meetwaarde","status kwaliteitscontrole",,,,
"zuurstof","1701","O2","0.0","mg/l","goedgekeurd",,,,
"Geleidendheid","3548","GELDHD","102.0","mS/m","goedgekeurd",,,,
"Zuurgraad","1398","pH","7.1","1","goedgekeurd",,,,
"Temperatuur","1522","T","11.7","Cel","goedgekeurd",,,,
"waterstofcarbonaat","374","HCO3","413.46","mg/l","goedgekeurd",,,,
,,,,,,,,,
"parameter","sikb-id","aquo-code","analysedatum","analysemeetwaarde","eenheid meerwaarde","rapportagegrens","eenheid rapportagegres","limietsymbool","status kwaliteitscontrole"
"aluminium","284","Al","2017-04-10","10.0","ug/l",,,"<","goedgekeurd"
"arseen","310","As","2017-04-10","0.36","ug/l",,,,"goedgekeurd"
"barium","333","Ba","2017-04-10","23.33","ug/l",,,,"goedgekeurd"
"chloride","508","Cl","2017-04-10","100.439","mg/l",,,,"goedgekeurd"
"chroom","517","Cr","2017-04-10","0.5","ug/l",,,"<","goedgekeurd"
"koper","971","Cu","2017-04-10","0.5","ug/l",,,"<","goedgekeurd"
"Geleidendheid","3548","GELDHD","2017-04-10","98.0","mS/m",,,,"goedgekeurd"
"Zuurgraad","1398","pH","2017-04-10","7.4","1",,,,"goedgekeurd"
"fosfor totaal","4188","Ptot","2017-04-10","0.123","mg/l",,,,"goedgekeurd"
"sulfaat","1508","SO4","2017-04-10","18.79","mg/l",,,,"goedgekeurd"
"strontium","1501","Sr","2017-04-10","546.2","ug/l",,,,"goedgekeurd"
"ijzer","879","Fe","2017-04-10","233.5","ug/l",,,,"goedgekeurd"
"kalium","920","K","2017-04-10","2.101","mg/l",,,,"goedgekeurd"
"magnesium","1125","Mg","2017-04-10","7.377","mg/l",,,,"goedgekeurd"
"mangaan","1128","Mn","2017-04-10","219.0","ug/l",,,,"goedgekeurd"
"ammonium","289","NH4","2017-04-10","0.236","mg/l",,,,"goedgekeurd"
"natrium","1262","Na","2017-04-10","61.39","mg/l",,,,"goedgekeurd"
"nikkel","1267","Ni","2017-04-10","0.5","ug/l",,,"<","goedgekeurd"
"lood","1116","Pb","2017-04-10","0.2","ug/l",,,"<","goedgekeurd"
"zink","1693","Zn","2017-04-10","4.0","ug/l",,,"<","goedgekeurd"
"calcium","447","Ca","2017-04-10","135.4","mg/l",,,,"goedgekeurd"
"koolstof organisch","1318","Corg","2017-04-10","7.47","mg/l",,,,"goedgekeurd"
"nitraat","1270","NO3","2017-04-10","0.07","mg/l",,,"<","goedgekeurd"
"cadmium","441","Cd","2017-04-10","0.05","ug/l",,,"<","goedgekeurd"
,,,,,,,,,
